n,depth,positions
8078,5,300
8078,6,30
8079,0,918
8079,1,2569
8079,2,2102
8079,3,1231
8079,4,953
8079,5,275
8079,6,30
8079,7,1
8080,0,910
8080,1,2579
8080,2,2128
8080,3,1207
8080,4,936
8080,5,292
8080,6,28
8081,0,900
8081,1,2568
8081,2,2166
8081,3,1214
8081,4,899
8081,5,309
8081,6,24
8081,7,1
8082,0,895
8082,1,2589
8082,2,2127
8082,3,1246
8082,4,894
8082,5,305
8082,6,25
8082,7,1
8083,0,920
8083,1,2566
8083,2,2141
8083,3,1201
8083,4,919
8083,5,308
8083,6,28
8084,0,867
8084,1,2646
8084,2,2123
8084,3,1208
8084,4,918
8084,5,297
8084,6,24
8084,7,1
8085,0,877
8085,1,2653
8085,2,2100
8085,3,1199
8085,4,935
8085,5,291
8085,6,30
8086,0,869
8086,1,2624
8086,2,2116
8086,3,1240
8086,4,913
8086,5,292
8086,6,32
8087,0,942
8087,1,2493
8087,2,2183
8087,3,1251
8087,4,900
8087,5,288
8087,6,30
8088,0,927
8088,1,2569
8088,2,2111
8088,3,1235
8088,4,915
8088,5,302
8088,6,29
8089,0,902
8089,1,2599
8089,2,2102
8089,3,1243
8089,4,921
8089,5,296
8089,6,25
8089,7,1
8090,0,925
8090,1,2509
8090,2,2194
8090,3,1240
8090,4,894
8090,5,300
8090,6,28
8091,0,944
8091,1,2525
8091,2,2149
8091,3,1202
8091,4,947
8091,5,301
8091,6,23
8092,0,893
8092,1,2603
8092,2,2136
8092,3,1230
8092,4,896
8092,5,307
8092,6,26
8092,7,1
8093,0,885
8093,1,2629
8093,2,2097
8093,3,1238
8093,4,915
8093,5,303
8093,6,26
8094,0,896
8094,1,2577
8094,2,2179
8094,3,1208
8094,4,905
8094,5,301
8094,6,27
8094,7,1
8095,0,883
8095,1,2634
8095,2,2118
8095,3,1220
8095,4,904
8095,5,310
8095,6,26
8096,0,891
8096,1,2606
8096,2,2119
8096,3,1237
8096,4,920
8096,5,297
8096,6,25
8096,7,1
8097,0,907
8097,1,2562
8097,2,2195
8097,3,1197
8097,4,903
8097,5,299
8097,6,34
8098,0,887
8098,1,2605
8098,2,2140
8098,3,1226
8098,4,910
8098,5,303
8098,6,27
8099,0,897
8099,1,2602
8099,2,2148
8099,3,1178
8099,4,943
8099,5,305
8099,6,25
8099,7,1
8100,0,873
8100,1,2645
8100,2,2118
8100,3,1216
8100,4,926
8100,5,293
8100,6,29
8101,0,908
8101,1,2589
8101,2,2116
8101,3,1258
8101,4,904
8101,5,298
8101,6,27
8101,7,1
8102,0,885
8102,1,2621
8102,2,2100
8102,3,1274
8102,4,912
8102,5,284
8102,6,25
8102,7,1
8103,0,888
8103,1,2635
8103,2,2101
8103,3,1226
8103,4,936
8103,5,287
8103,6,30
8104,0,906
8104,1,2569
8104,2,2126
8104,3,1267
8104,4,919
8104,5,293
8104,6,22
8104,7,2
8105,0,924
8105,1,2534
8105,2,2192
8105,3,1207
8105,4,912
8105,5,310
8105,6,25
8105,7,1
8106,0,880
8106,1,2649
8106,2,2123
8106,3,1201
8106,4,926
8106,5,299
8106,6,28
8107,0,896
8107,1,2607
8107,2,2150
8107,3,1185
8107,4,950
8107,5,286
8107,6,33
8108,0,896
8108,1,2602
8108,2,2126
8108,3,1243
8108,4,912
8108,5,305
8108,6,23
8108,7,1
8109,0,899
8109,1,2630
8109,2,2100
8109,3,1220
8109,4,952
8109,5,279
8109,6,28
8109,7,1
8110,0,885
8110,1,2630
8110,2,2114
8110,3,1238
8110,4,913
8110,5,304
8110,6,26
8111,0,909
8111,1,2588
8111,2,2130
8111,3,1224
8111,4,940
8111,5,293
8111,6,25
8111,7,2
8112,0,920
8112,1,2565
8112,2,2154
8112,3,1235
8112,4,916
8112,5,293
8112,6,29
8113,0,894
8113,1,2600
8113,2,2166
8113,3,1204
8113,4,909
8113,5,316
8113,6,24
8114,0,922
8114,1,2584
8114,2,2110
8114,3,1245
8114,4,927
8114,5,297
8114,6,29
8115,0,910
8115,1,2564
8115,2,2166
8115,3,1243
8115,4,914
8115,5,289
8115,6,28
8115,7,1
8116,0,863
8116,1,2668
8116,2,2125
8116,3,1208
8116,4,913
8116,5,314
8116,6,24
8116,7,1
8117,0,912
8117,1,2568
8117,2,2163
8117,3,1232
8117,4,911
8117,5,304
8117,6,26
8117,7,1
8118,0,930
8118,1,2589
8118,2,2110
8118,3,1226
8118,4,935
8118,5,302
8118,6,26
8119,0,897
8119,1,2590
8119,2,2130
8119,3,1282
8119,4,896
8119,5,296
8119,6,28
8120,0,881
8120,1,2590
8120,2,2203
8120,3,1219
8120,4,897
8120,5,302
8120,6,28
8121,0,933
8121,1,2588
8121,2,2103
8121,3,1242
8121,4,927
8121,5,297
8121,6,30
8121,7,1
8122,0,911
8122,1,2559
8122,2,2190
8122,3,1220
8122,4,912
8122,5,300
8122,6,30
8123,0,916
8123,1,2585
8123,2,2115
8123,3,1268
8123,4,931
8123,5,276
8123,6,31
8123,7,1
8124,0,913
8124,1,2593
8124,2,2141
8124,3,1221
8124,4,930
8124,5,294
8124,6,32
8125,0,883
8125,1,2602
8125,2,2151
8125,3,1252
8125,4,903
8125,5,312
8125,6,22
8126,0,939
8126,1,2560
8126,2,2162
8126,3,1207
8126,4,938
8126,5,290
8126,6,29
8126,7,1
8127,0,937
8127,1,2561
8127,2,2116
8127,3,1249
8127,4,946
8127,5,293
8127,6,24
8127,7,1
8128,0,882
8128,1,2656
8128,2,2093
8128,3,1238
8128,4,952
8128,5,275
8128,6,32
8129,0,909
8129,1,2571
8129,2,2164
8129,3,1254
8129,4,896
8129,5,307
8129,6,28
8130,0,887
8130,1,2645
8130,2,2116
8130,3,1233
8130,4,914
8130,5,312
8130,6,22
8130,7,1
8131,0,907
8131,1,2602
8131,2,2144
8131,3,1222
8131,4,934
8131,5,295
8131,6,26
8131,7,1
8132,0,889
8132,1,2665
8132,2,2095
8132,3,1210
8132,4,935
8132,5,309
8132,6,29
8133,0,892
8133,1,2617
8133,2,2162
8133,3,1202
8133,4,941
8133,5,293
8133,6,26
8134,0,930
8134,1,2539
8134,2,2166
8134,3,1255
8134,4,935
8134,5,277
8134,6,31
8134,7,1
8135,0,929
8135,1,2553
8135,2,2163
8135,3,1255
8135,4,895
8135,5,315
8135,6,25
8136,0,904
8136,1,2589
8136,2,2197
8136,3,1185
8136,4,920
8136,5,314
8136,6,27
8137,0,908
8137,1,2594
8137,2,2169
8137,3,1203
8137,4,948
8137,5,282
8137,6,32
8137,7,1
8138,0,933
8138,1,2568
8138,2,2147
8138,3,1242
8138,4,913
8138,5,307
8138,6,28
8139,0,889
8139,1,2613
8139,2,2143
8139,3,1251
8139,4,922
8139,5,299
8139,6,21
8139,7,1
8140,0,873
8140,1,2607
8140,2,2241
8140,3,1190
8140,4,889
8140,5,309
8140,6,31
8141,0,904
8141,1,2608
8141,2,2155
8141,3,1206
8141,4,934
8141,5,307
8141,6,26
8141,7,1
8142,0,962
8142,1,2519
8142,2,2168
8142,3,1240
8142,4,921
8142,5,310
8142,6,22
8143,0,918
8143,1,2589
8143,2,2139
8143,3,1250
8143,4,922
8143,5,291
8143,6,34
8144,0,913
8144,1,2580
8144,2,2169
8144,3,1239
8144,4,922
8144,5,291
8144,6,30
8145,0,889
8145,1,2627
8145,2,2142
8145,3,1229
8145,4,931
8145,5,296
8145,6,30
8145,7,1
8146,0,911
8146,1,2594
8146,2,2156
8146,3,1230
8146,4,939
8146,5,288
8146,6,27
8146,7,1
8147,0,944
8147,1,2552
8147,2,2142
8147,3,1256
8147,4,926
8147,5,299
8147,6,28
8148,0,895
8148,1,2641
8148,2,2116
8148,3,1230
8148,4,953
8148,5,285
8148,6,28
8149,0,899
8149,1,2624
8149,2,2138
8149,3,1238
8149,4,913
8149,5,306
8149,6,31
8150,0,901
8150,1,2633
8150,2,2133
8150,3,1219
8150,4,941
8150,5,295
8150,6,28
8151,0,901
8151,1,2606
8151,2,2151
8151,3,1252
8151,4,916
8151,5,299
8151,6,25
8151,7,1
8152,0,897
8152,1,2621
8152,2,2166
8152,3,1205
8152,4,922
8152,5,319
8152,6,19
8152,7,3
8153,0,900
8153,1,2589
8153,2,2175
8153,3,1269
8153,4,878
8153,5,316
8153,6,26
8154,0,929
8154,1,2597
8154,2,2133
8154,3,1215
8154,4,951
8154,5,303
8154,6,25
8154,7,1
8155,0,904
8155,1,2597
8155,2,2192
8155,3,1217
8155,4,922
8155,5,297
8155,6,25
8155,7,1
8156,0,902
8156,1,2572
8156,2,2223
8156,3,1225
8156,4,902
8156,5,306
8156,6,25
8156,7,1
8157,0,896
8157,1,2651
8157,2,2122
8157,3,1212
8157,4,940
8157,5,311
8157,6,24
8157,7,1
8158,0,902
8158,1,2628
8158,2,2136
8158,3,1248
8158,4,895
8158,5,326
8158,6,23
8159,0,890
8159,1,2630
8159,2,2164
8159,3,1241
8159,4,894
8159,5,313
8159,6,26
8159,7,1
8160,0,941
8160,1,2549
8160,2,2180
8160,3,1224
8160,4,956
8160,5,279
8160,6,31
8161,0,920
8161,1,2609
8161,2,2131
8161,3,1204
8161,4,968
8161,5,301
8161,6,28
8162,0,898
8162,1,2611
8162,2,2210
8162,3,1176
8162,4,941
8162,5,293
8162,6,32
8162,7,1
8163,0,894
8163,1,2606
8163,2,2170
8163,3,1238
8163,4,927
8163,5,302
8163,6,26
8164,0,944
8164,1,2520
8164,2,2248
8164,3,1201
8164,4,926
8164,5,298
8164,6,26
8164,7,1
8165,0,899
8165,1,2615
8165,2,2155
8165,3,1253
8165,4,908
8165,5,309
8165,6,26
8166,0,922
8166,1,2595
8166,2,2176
8166,3,1203
8166,4,945
8166,5,298
8166,6,26
8166,7,1
8167,0,899
8167,1,2629
8167,2,2116
8167,3,1281
8167,4,919
8167,5,297
8167,6,25
8167,7,1
8168,0,889
8168,1,2672
8168,2,2119
8168,3,1221
8168,4,924
8168,5,318
8168,6,24
8168,7,1
8169,0,904
8169,1,2617
8169,2,2138
8169,3,1273
8169,4,908
8169,5,298
8169,6,31
8170,0,894
8170,1,2628
8170,2,2178
8170,3,1214
8170,4,917
8170,5,309
8170,6,30
8171,0,920
8171,1,2589
8171,2,2146
8171,3,1280
8171,4,913
8171,5,298
8171,6,24
8171,7,1
8172,0,899
8172,1,2665
8172,2,2113
8172,3,1197
8172,4,971
8172,5,298
8172,6,29
8173,0,896
8173,1,2630
8173,2,2179
8173,3,1194
8173,4,948
8173,5,293
8173,6,33
8174,0,890
8174,1,2656
8174,2,2128
8174,3,1239
8174,4,929
8174,5,310
8174,6,21
8174,7,1
8175,0,890
8175,1,2647
8175,2,2161
8175,3,1226
8175,4,914
8175,5,309
8175,6,28
8176,0,935
8176,1,2530
8176,2,2215
8176,3,1248
8176,4,931
8176,5,291
8176,6,23
8176,7,3
8177,0,931
8177,1,2613
8177,2,2108
8177,3,1254
8177,4,945
8177,5,297
8177,6,29
8178,0,921
8178,1,2611
8178,2,2142
8178,3,1258
8178,4,907
8178,5,313
8178,6,26
8179,0,861
8179,1,2680
8179,2,2161
8179,3,1206
8179,4,933
8179,5,314
8179,6,24
8180,0,922
8180,1,2590
8180,2,2171
8180,3,1260
8180,4,913
8180,5,298
8180,6,25
8180,7,1
8181,0,907
8181,1,2588
8181,2,2197
8181,3,1256
8181,4,901
8181,5,295
8181,6,36
8181,7,1
8182,0,901
8182,1,2650
8182,2,2134
8182,3,1231
8182,4,926
8182,5,317
8182,6,22
8182,7,1
8183,0,891
8183,1,2660
8183,2,2114
8183,3,1248
8183,4,944
8183,5,299
8183,6,27
8184,0,923
8184,1,2619
8184,2,2144
8184,3,1219
8184,4,949
8184,5,302
8184,6,28
8185,0,909
8185,1,2596
8185,2,2211
8185,3,1212
8185,4,918
8185,5,313
8185,6,25
8185,7,1
8186,0,904
8186,1,2611
8186,2,2197
8186,3,1216
8186,4,927
8186,5,305
8186,6,26
8187,0,907
8187,1,2621
8187,2,2152
8187,3,1224
8187,4,974
8187,5,275
8187,6,33
8187,7,1
8188,0,894
8188,1,2650
8188,2,2132
8188,3,1277
8188,4,904
8188,5,306
8188,6,25
8189,0,917
8189,1,2617
8189,2,2153
8189,3,1226
8189,4,945
8189,5,306
8189,6,25
8190,0,899
8190,1,2630
8190,2,2184
8190,3,1226
8190,4,903
8190,5,323
8190,6,24
8190,7,1
8191,0,938
8191,1,2594
8191,2,2141
8191,3,1252
8191,4,945
8191,5,288
8191,6,32
8191,7,1
8192,0,869
8192,1,2691
8192,2,2130
8192,3,1226
8192,4,948
8192,5,300
8192,6,28
8193,0,915
8193,1,2611
8193,2,2187
8193,3,1242
8193,4,887
8193,5,332
8193,6,18
8193,7,1
8194,0,892
8194,1,2632
8194,2,2186
8194,3,1209
8194,4,948
8194,5,297
8194,6,30
8195,0,917
8195,1,2608
8195,2,2170
8195,3,1245
8195,4,923
8195,5,298
8195,6,34
8196,0,920
8196,1,2612
8196,2,2153
8196,3,1244
8196,4,945
8196,5,293
8196,6,29
8197,0,933
8197,1,2574
8197,2,2185
8197,3,1232
8197,4,950
8197,5,295
8197,6,27
8197,7,1
8198,0,892
8198,1,2624
8198,2,2218
8198,3,1229
8198,4,888
8198,5,320
8198,6,27
8199,0,906
8199,1,2633
8199,2,2170
8199,3,1243
8199,4,901
8199,5,320
8199,6,26
8200,0,939
8200,1,2545
8200,2,2225
8200,3,1231
8200,4,923
8200,5,309
8200,6,27
8200,7,1
8201,0,894
8201,1,2652
8201,2,2169
8201,3,1212
8201,4,948
8201,5,295
8201,6,31
8202,0,951
8202,1,2550
8202,2,2190
8202,3,1226
8202,4,959
8202,5,296
8202,6,29
8202,7,1
8203,0,900
8203,1,2637
8203,2,2162
8203,3,1266
8203,4,913
8203,5,296
8203,6,29
8204,0,935
8204,1,2577
8204,2,2180
8204,3,1270
8204,4,915
8204,5,295
8204,6,32
8205,0,924
8205,1,2577
8205,2,2202
8205,3,1241
8205,4,934
8205,5,297
8205,6,29
8205,7,1
8206,0,882
8206,1,2672
8206,2,2176
8206,3,1211
8206,4,943
8206,5,292
8206,6,30
8207,0,915
8207,1,2631
8207,2,2142
8207,3,1255
8207,4,926
8207,5,316
8207,6,21
8207,7,1
8208,0,910
8208,1,2639
8208,2,2151
8208,3,1234
8208,4,932
8208,5,312
8208,6,30
8209,0,918
8209,1,2622
8209,2,2177
8209,3,1214
8209,4,930
8209,5,329
8209,6,17
8209,7,2
8210,0,926
8210,1,2589
8210,2,2185
8210,3,1258
8210,4,917
8210,5,314
8210,6,20
8210,7,1
8211,0,914
8211,1,2590
8211,2,2224
8211,3,1238
8211,4,899
8211,5,313
8211,6,33
8212,0,920
8212,1,2611
8212,2,2188
8212,3,1206
8212,4,962
8212,5,300
8212,6,24
8212,7,1
8213,0,940
8213,1,2602
8213,2,2162
8213,3,1240
8213,4,938
8213,5,303
8213,6,28
8214,0,900
8214,1,2611
8214,2,2189
8214,3,1260
8214,4,927
8214,5,300
8214,6,27
8215,0,913
8215,1,2652
8215,2,2143
8215,3,1221
8215,4,960
8215,5,301
8215,6,24
8215,7,1
8216,0,909
8216,1,2644
8216,2,2167
8216,3,1215
8216,4,950
8216,5,300
8216,6,31
8217,0,903
8217,1,2621
8217,2,2196
8217,3,1240
8217,4,932
8217,5,296
8217,6,28
8217,7,1
8218,0,915
8218,1,2685
8218,2,2088
8218,3,1238
8218,4,963
8218,5,301
8218,6,27
8218,7,1
8219,0,904
8219,1,2611
8219,2,2209
8219,3,1240
8219,4,927
8219,5,299
8219,6,28
8219,7,1
8220,0,944
8220,1,2606
8220,2,2137
8220,3,1256
8220,4,950
8220,5,302
8220,6,24
8220,7,1
8221,0,912
8221,1,2609
8221,2,2193
8221,3,1245
8221,4,928
8221,5,303
8221,6,31
8222,0,919
8222,1,2617
8222,2,2188
8222,3,1224
8222,4,947
8222,5,306
8222,6,20
8222,7,1
8223,0,862
8223,1,2724
8223,2,2128
8223,3,1241
8223,4,938
8223,5,299
8223,6,31
8224,0,930
8224,1,2631
8224,2,2112
8224,3,1267
8224,4,963
8224,5,294
8224,6,26
8224,7,1
8225,0,921
8225,1,2657
8225,2,2124
8225,3,1248
8225,4,930
8225,5,319
8225,6,26
8226,0,915
8226,1,2623
8226,2,2164
8226,3,1269
8226,4,932
8226,5,288
8226,6,35
8227,0,903
8227,1,2669
8227,2,2131
8227,3,1252
8227,4,953
8227,5,294
8227,6,24
8227,7,1
8228,0,922
8228,1,2608
8228,2,2182
8228,3,1240
8228,4,947
8228,5,297
8228,6,32
8229,0,930
8229,1,2576
8229,2,2234
8229,3,1249
8229,4,908
8229,5,299
8229,6,33
8230,0,933
8230,1,2582
8230,2,2205
8230,3,1258
8230,4,927
8230,5,293
8230,6,31
8230,7,1
8231,0,904
8231,1,2656
8231,2,2158
8231,3,1215
8231,4,959
8231,5,319
8231,6,20
8232,0,872
8232,1,2709
8232,2,2159
8232,3,1235
8232,4,907
8232,5,319
8232,6,30
8232,7,1
8233,0,920
8233,1,2618
8233,2,2169
8233,3,1269
8233,4,921
8233,5,308
8233,6,28
8234,0,921
8234,1,2605
8234,2,2192
8234,3,1259
8234,4,932
8234,5,293
8234,6,31
8234,7,1
8235,0,893
8235,1,2660
8235,2,2141
8235,3,1300
8235,4,911
8235,5,302
8235,6,27
8235,7,1
8236,0,926
8236,1,2632
8236,2,2154
8236,3,1272
8236,4,911
8236,5,311
8236,6,29
8236,7,1
8237,0,933
8237,1,2624
8237,2,2132
8237,3,1270
8237,4,954
8237,5,298
8237,6,25
8237,7,1
8238,0,891
8238,1,2701
8238,2,2118
8238,3,1251
8238,4,937
8238,5,314
8238,6,26
8239,0,922
8239,1,2624
8239,2,2167
8239,3,1256
8239,4,949
8239,5,289
8239,6,32
8240,0,926
8240,1,2628
8240,2,2154
8240,3,1241
8240,4,967
8240,5,298
8240,6,26
8241,0,933
8241,1,2586
8241,2,2226
8241,3,1240
8241,4,921
8241,5,302
8241,6,33
8242,0,913
8242,1,2630
8242,2,2170
8242,3,1258
8242,4,947
8242,5,289
8242,6,35
8243,0,929
8243,1,2623
8243,2,2174
8243,3,1238
8243,4,937
8243,5,313
8243,6,29
8244,0,894
8244,1,2641
8244,2,2209
8244,3,1256
8244,4,912
8244,5,304
8244,6,27
8244,7,1
8245,0,910
8245,1,2665
8245,2,2147
8245,3,1243
8245,4,945
8245,5,305
8245,6,30
8246,0,923
8246,1,2577
8246,2,2250
8246,3,1257
8246,4,901
8246,5,308
8246,6,30
8247,0,904
8247,1,2653
8247,2,2172
8247,3,1262
8247,4,924
8247,5,301
8247,6,30
8247,7,1
8248,0,905
8248,1,2670
8248,2,2130
8248,3,1280
8248,4,922
8248,5,311
8248,6,29
8248,7,1
8249,0,939
8249,1,2592
8249,2,2193
8249,3,1252
8249,4,955
8249,5,291
8249,6,26
8249,7,1
8250,0,904
8250,1,2662
8250,2,2163
8250,3,1243
8250,4,943
8250,5,305
8250,6,30
8251,0,910
8251,1,2652
8251,2,2175
8251,3,1252
8251,4,915
8251,5,322
8251,6,23
8251,7,2
8252,0,897
8252,1,2666
8252,2,2196
8252,3,1208
8252,4,932
8252,5,329
8252,6,24
8253,0,931
8253,1,2630
8253,2,2159
8253,3,1258
8253,4,949
8253,5,300
8253,6,26
8254,0,901
8254,1,2674
8254,2,2168
8254,3,1222
8254,4,958
8254,5,302
8254,6,28
8254,7,1
8255,0,908
8255,1,2671
8255,2,2140
8255,3,1257
8255,4,944
8255,5,310
8255,6,24
8255,7,1
8256,0,919
8256,1,2621
8256,2,2193
8256,3,1252
8256,4,945
8256,5,295
8256,6,31
8257,0,918
8257,1,2663
8257,2,2167
8257,3,1215
8257,4,963
8257,5,304
8257,6,25
8257,7,2
8258,0,912
8258,1,2658
8258,2,2157
8258,3,1251
8258,4,948
8258,5,299
8258,6,33
8259,0,920
8259,1,2632
8259,2,2161
8259,3,1283
8259,4,937
8259,5,301
8259,6,24
8259,7,1
8260,0,922
8260,1,2608
8260,2,2225
8260,3,1245
8260,4,929
8260,5,297
8260,6,34
8261,0,920
8261,1,2635
8261,2,2189
8261,3,1245
8261,4,937
8261,5,306
8261,6,29
8262,0,909
8262,1,2640
8262,2,2197
8262,3,1244
8262,4,941
8262,5,301
8262,6,29
8262,7,1
8263,0,918
8263,1,2655
8263,2,2153
8263,3,1266
8263,4,926
8263,5,319
8263,6,26
8264,0,921
8264,1,2644
8264,2,2175
8264,3,1243
8264,4,948
8264,5,305
8264,6,28
8265,0,893
8265,1,2669
8265,2,2200
8265,3,1230
8265,4,939
8265,5,304
8265,6,30
8266,0,915
8266,1,2663
8266,2,2174
8266,3,1232
8266,4,930
8266,5,330
8266,6,20
8266,7,2
8267,0,917
8267,1,2651
8267,2,2143
8267,3,1296
8267,4,928
8267,5,308
8267,6,23
8267,7,1
8268,0,893
8268,1,2679
8268,2,2186
8268,3,1229
8268,4,942
8268,5,312
8268,6,26
8268,7,1
8269,0,915
8269,1,2642
8269,2,2161
8269,3,1297
8269,4,922
8269,5,304
8269,6,28
8270,0,926
8270,1,2628
8270,2,2191
8270,3,1250
8270,4,960
8270,5,281
8270,6,34
8271,0,926
8271,1,2641
8271,2,2192
8271,3,1219
8271,4,953
8271,5,313
8271,6,27
8272,0,898
8272,1,2668
8272,2,2162
8272,3,1260
8272,4,941
8272,5,315
8272,6,27
8272,7,1
8273,0,920
8273,1,2648
8273,2,2214
8273,3,1209
8273,4,941
8273,5,314
8273,6,26
8273,7,1
8274,0,933
8274,1,2596
8274,2,2236
8274,3,1234
8274,4,951
8274,5,290
8274,6,34
8275,0,931
8275,1,2609
8275,2,2198
8275,3,1259
8275,4,955
8275,5,291
8275,6,32
8276,0,928
8276,1,2671
8276,2,2111
8276,3,1296
8276,4,946
8276,5,294
8276,6,30
8277,0,907
8277,1,2690
8277,2,2142
8277,3,1243
8277,4,947
8277,5,322
8277,6,26
8278,0,887
8278,1,2706
8278,2,2153
8278,3,1266
8278,4,932
8278,5,306
8278,6,27
8278,7,1
8279,0,905
8279,1,2689
8279,2,2134
8279,3,1253
8279,4,972
8279,5,303
8279,6,21
8279,7,2
8280,0,937
8280,1,2641
8280,2,2159
8280,3,1263
8280,4,960
8280,5,289
8280,6,30
8280,7,1
8281,0,922
8281,1,2627
8281,2,2193
8281,3,1275
8281,4,937
8281,5,291
8281,6,36
8282,0,918
8282,1,2679
8282,2,2147
8282,3,1236
8282,4,980
8282,5,292
8282,6,30
8283,0,891
8283,1,2687
8283,2,2189
8283,3,1227
8283,4,953
8283,5,308
8283,6,27
8283,7,1
8284,0,938
8284,1,2634
8284,2,2185
8284,3,1247
8284,4,934
8284,5,317
8284,6,29
8285,0,911
8285,1,2673
8285,2,2137
8285,3,1284
8285,4,951
8285,5,305
8285,6,24
8286,0,929
8286,1,2609
8286,2,2218
8286,3,1265
8286,4,930
8286,5,306
8286,6,28
8286,7,1
8287,0,884
8287,1,2713
8287,2,2171
8287,3,1229
8287,4,966
8287,5,293
8287,6,31
8288,0,928
8288,1,2633
8288,2,2197
8288,3,1268
8288,4,928
8288,5,306
8288,6,28
8289,0,938
8289,1,2606
8289,2,2206
8289,3,1257
8289,4,944
8289,5,312
8289,6,24
8289,7,2
8290,0,916
8290,1,2666
8290,2,2207
8290,3,1206
8290,4,945
8290,5,321
8290,6,29
8291,0,887
8291,1,2717
8291,2,2168
8291,3,1241
8291,4,941
8291,5,309
8291,6,27
8291,7,1
8292,0,946
8292,1,2604
8292,2,2195
8292,3,1262
8292,4,950
8292,5,306
8292,6,29
8293,0,900
8293,1,2657
8293,2,2197
8293,3,1269
8293,4,947
8293,5,293
8293,6,29
8293,7,1
8294,0,920
8294,1,2648
8294,2,2220
8294,3,1226
8294,4,922
8294,5,331
8294,6,27
8295,0,881
8295,1,2700
8295,2,2223
8295,3,1210
8295,4,932
8295,5,322
8295,6,27
8296,0,940
8296,1,2661
8296,2,2115
8296,3,1278
8296,4,986
8296,5,284
8296,6,31
8296,7,1
8297,0,912
8297,1,2649
8297,2,2209
8297,3,1268
8297,4,917
8297,5,319
8297,6,22
8297,7,1
8298,0,937
8298,1,2599
8298,2,2198
8298,3,1311
8298,4,917
8298,5,303
8298,6,32
8298,7,1
8299,0,942
8299,1,2611
8299,2,2220
8299,3,1245
8299,4,941
8299,5,318
8299,6,21
8299,7,1
8300,0,903
8300,1,2673
8300,2,2204
8300,3,1246
8300,4,928
8300,5,314
8300,6,32
8301,0,900
8301,1,2716
8301,2,2136
8301,3,1243
8301,4,986
8301,5,292
8301,6,28
8302,0,899
8302,1,2693
8302,2,2178
8302,3,1249
8302,4,954
8302,5,296
8302,6,33
8303,0,928
8303,1,2670
8303,2,2144
8303,3,1262
8303,4,965
8303,5,305
8303,6,28
8303,7,1
8304,0,917
8304,1,2657
8304,2,2200
8304,3,1254
8304,4,944
8304,5,300
8304,6,32
8305,0,937
8305,1,2647
8305,2,2140
8305,3,1298
8305,4,950
8305,5,305
8305,6,28
8306,0,945
8306,1,2602
8306,2,2182
8306,3,1310
8306,4,953
8306,5,283
8306,6,29
8306,7,2
8307,0,937
8307,1,2647
8307,2,2176
8307,3,1269
8307,4,936
8307,5,317
8307,6,24
8307,7,1
8308,0,876
8308,1,2761
8308,2,2143
8308,3,1230
8308,4,957
8308,5,313
8308,6,28
8309,0,935
8309,1,2627
8309,2,2191
8309,3,1272
8309,4,961
8309,5,291
8309,6,32
8310,0,926
8310,1,2669
8310,2,2159
8310,3,1266
8310,4,964
8310,5,291
8310,6,35
8311,0,919
8311,1,2643
8311,2,2212
8311,3,1268
8311,4,933
8311,5,312
8311,6,23
8311,7,1
8312,0,910
8312,1,2700
8312,2,2166
8312,3,1255
8312,4,929
8312,5,326
8312,6,24
8312,7,2
8313,0,921
8313,1,2651
8313,2,2188
8313,3,1278
8313,4,945
8313,5,302
8313,6,28
8314,0,943
8314,1,2613
8314,2,2238
8314,3,1206
8314,4,974
8314,5,312
8314,6,28
8315,0,884
8315,1,2713
8315,2,2201
8315,3,1235
8315,4,939
8315,5,317
8315,6,25
8315,7,1
8316,0,922
8316,1,2669
8316,2,2203
8316,3,1224
8316,4,953
8316,5,315
8316,6,30
8317,0,919
8317,1,2631
8317,2,2232
8317,3,1260
8317,4,950
8317,5,291
8317,6,33
8317,7,1
8318,0,913
8318,1,2681
8318,2,2183
8318,3,1248
8318,4,967
8318,5,299
8318,6,27
8319,0,931
8319,1,2693
8319,2,2121
8319,3,1254
8319,4,968
8319,5,331
8319,6,20
8319,7,1
8320,0,884
8320,1,2733
8320,2,2173
8320,3,1244
8320,4,953
8320,5,302
8320,6,29
8320,7,2
8321,0,918
8321,1,2646
8321,2,2206
8321,3,1275
8321,4,955
8321,5,288
8321,6,33
